k,class,class_code,x_mean,x_min,x_max,x_amplitude,x_rel_amp,y_mean,y_min,y_max,y_amplitude,y_rel_amp,z_mean,z_min,z_max,z_amplitude,z_rel_amp
5.2,stable_coexistence,0,29.999999998273402,29.999999964681784,30.00000000084865,3.616686683471926e-08,1.2055622278933593e-09,0.4150999627506794,0.41509996270151095,0.41509996361843154,9.169205950065873e-10,2.2089151464398303e-09,0.4150999627508587,0.4150999627015124,0.4150999636191967,9.176843174252269e-10,2.2107549982509034e-09
5.4,stable_coexistence,0,29.999999998504013,29.99999996956483,30.000000004933277,3.536844772611403e-08,1.1789482575959239e-09,0.40078561039711535,0.4007856103536504,0.4007856111228453,7.691948744614763e-10,1.919217792523348e-09,0.4007856103972651,0.40078561035365085,0.400785611122831,7.691801640064e-10,1.9191810884726483e-09
5.6000000000000005,stable_coexistence,0,29.9999999987356,29.999999973575605,30.000000016878793,4.330318859047111e-08,1.4434396197432064e-09,0.3874287066472206,0.38742870660870354,0.3874287072560553,6.473517832894515e-10,1.6708926627858435e-09,0.3874287066473427,0.38742870660870404,0.3874287072560344,6.473303559850763e-10,1.6708373563405245e-09
5.800000000000001,stable_coexistence,0,29.99999999896464,29.999999976897207,30.000000027827078,5.092987009902572e-08,1.6976623366927803e-09,0.37493602819554445,0.37493602816137894,0.3749360287105144,5.491354593267772e-10,1.4646110750401912e-09,0.374936028195641,0.3749360281613796,0.37493602871049236,5.491127552659236e-10,1.4645505205474574e-09
6.0,stable_coexistence,0,29.999999999188557,29.999999979671212,30.000000037811095,5.813988224190325e-08,1.9379960747825273e-09,0.3632261040251069,0.3632261039948095,0.3632261044640511,4.692416455398529e-10,1.291872033259528e-09,0.36322610402517996,0.3632261039948101,0.36322610446403736,4.69227268151684e-10,1.291832450784304e-09
6.2,stable_coexistence,0,29.99999999940549,29.999999982004702,30.000000046876576,6.48718732065845e-08,2.1623957735956688e-09,0.35222741590265216,0.3522274158758202,0.35222741627954623,4.037260525890929e-10,1.1462084845226036e-09,0.3522274159027037,0.35222741587582046,0.35222741627952436,4.037039036397516e-10,1.1461456019972796e-09
6.4,stable_coexistence,0,29.999999999614236,29.999999983981755,30.000000055076487,7.10947318793842e-08,2.3698243960099464e-09,0.3418769203549381,0.3418769203312286,0.3418769206807935,3.4956493255577925e-10,1.0224876607431072e-09,0.34187692035497014,0.3418769203312289,0.34187692068078224,3.495533307251719e-10,1.022453725048858e-09
6.6000000000000005,stable_coexistence,0,29.999999999814012,29.99999998566737,30.00000006246741,7.680004188159728e-08,2.5600013960691135e-09,0.3321188269395072,0.33211882691862527,0.33211882722310127,3.044759999681901e-10,9.167682626545199e-10,0.3321188269395216,0.33211882691862543,0.33211882722308866,3.044632324034069e-10,9.167298198931924e-10
6.800000000000001,stable_coexistence,0,30.00000000000434,29.99999998711353,30.00000006910682,8.199329215585749e-08,2.7331097385281876e-09,0.3229035823283485,0.32290358231003574,0.32290358257671214,2.6667640318223107e-10,8.258700670315174e-10,0.322903582328347,0.3229035823100359,0.3229035825766995,2.6666358010629665e-10,8.258303552517944e-10
7.0,stable_coexistence,0,30.000000000185036,29.99999998836117,30.00000007505143,8.669026030361238e-08,2.8896753434359228e-09,0.31418702079295735,0.31418702071351845,0.3141870210117748,2.9825636405078626e-10,9.49295624300566e-10,0.3141870207929416,0.31418702070754345,0.31418702101175977,3.0421631880273026e-10,9.682650735697217e-10
7.2,stable_coexistence,0,30.000000000356046,29.999999989443474,30.00000008035606,9.091258590387952e-08,3.0304195300933516e-09,0.30592965008750167,0.3059296499463164,0.3059296502813902,3.3507380203801063e-10,1.0952642280412248e-09,0.30592965008747314,0.30592964994009225,0.30592965028137903,3.412867766172667e-10,1.1155727354955066e-09
