k1,k2,x_mean,x_min,x_max,x_amp,relative_amp_x,y_mean,y_min,y_max,y_amp,relative_amp_y,z_mean,z_min,z_max,z_amp,relative_amp_z,class
0.3,1.9,56.88883317715393,20.36799470941868,73.51399690628872,53.14600219687004,0.9342079847440444,0.5382955230952287,0.0358355829628449,2.4121299996627905,2.3762944166999453,4.414479249301031,1.4889998108663225,0.8865499405033304,2.252903147163352,1.3663532066600212,0.9176315515205732,oscillatory_coexistence
0.3,2.0,56.4219043971155,20.89112878302126,73.44728805944949,52.55615927642823,0.931485029404895,0.5422014898608588,0.0379647876729335,2.366795564517689,2.328830776844755,4.295139021912483,1.467053494934348,0.8684257275018626,2.1937076170830982,1.3252818895812355,0.9033630294712872,oscillatory_coexistence
0.4,0.0,17.386145418787724,5.435648776731018e-13,74.90702016803552,74.90702016803498,4.308431706034453,1.1454173594452892,6.982964688380129e-16,22.84752862983308,22.84752862983308,19.946902708788954,1.6652505627618437,0.1544673137388865,5.90679493571149,5.752327621972603,3.454331588652236,low_density_risk
0.4,0.1,25.41268592959068,1.4057317136787018e-08,74.88767359926702,74.8876735852097,2.946861807236484,0.8393340999411882,1.088891957991985e-14,20.414977558193662,20.41497755819365,24.3228263448367,1.8348963677247887,0.2530446571367536,6.016926909223083,5.763882252086329,3.1412576500057128,low_density_risk
0.4,0.2,27.92690019178414,2.3344025196933717e-05,74.86310273016886,74.86307938614367,2.6806798775384704,0.8908292915975019,9.0745803807327e-11,16.194184620378348,16.1941846202876,18.178774287078948,2.4747210921851623,0.615928766586155,5.647989642264615,5.03206087567846,2.033385051578944,low_density_risk
0.4,0.3,38.6890201688546,0.0468832391582477,74.80341031270268,74.75652707354443,1.932241414935676,0.7696050644021359,8.788843441299646e-07,10.018542403104211,10.018541524219868,13.017769746603353,2.590534942954487,1.0453948462445632,5.080646631185385,4.035251784940821,1.5576905441534354,low_density_risk
0.4,0.4,48.146405756102034,1.9265626918367935,74.56107915579314,72.63451646395634,1.5086176283210757,0.5890917345407106,0.0007041240939513,5.621244443006479,5.6205403189125285,9.541027295664028,2.5678263366727525,1.3397961262779683,4.495760373992379,3.1559642477144108,1.2290411554087048,oscillatory_coexistence
0.4,0.5,50.42175840307359,6.8318980936743445,74.18678891096806,67.35489081729372,1.3358298669168704,0.6307411376951478,0.0056924758866771,3.946261118128772,3.940568642242096,6.247521220251244,2.4937111384319746,1.4281205381367486,3.993534916618078,2.565414378481329,1.0287536270513724,oscillatory_coexistence
0.4,0.6000000000000001,52.43734194740214,11.412023258876388,73.76582120517884,62.35379794630245,1.1891105771311965,0.5941273190580709,0.0139913647767712,3.206929234502072,3.192937869725301,5.374164370663864,2.354685299956137,1.427054122746832,3.607539170182695,2.180485047435863,0.9260197307366528,oscillatory_coexistence
0.4,0.7000000000000001,53.32609538336342,15.097950443898055,73.32622051179113,58.22827006789308,1.091928251061448,0.5770012054799301,0.023718870880584,2.763097634750874,2.73937876387029,4.747613588756751,2.22628948484918,1.4029005304302795,3.3067862820747584,1.9038857516444787,0.8551833733215527,oscillatory_coexistence
0.4,0.8,53.69401405469266,18.01055992650443,72.89695241219665,54.88639248569223,1.0222069154633138,0.5682821631267992,0.0337325013695565,2.4715063205078573,2.4377738191383007,4.2897243258892805,2.117131573084554,1.3700363409142156,3.069255940885285,1.6992195999710693,0.8026046286271142,oscillatory_coexistence
