k_fear,alpha_mem,x_mean,y_mean,z_mean,x_min,x_max,y_min,y_max,z_min,z_max,x_amp,y_amp,z_amp,relative_amp_x,relative_amp_y,class,class_code
2.4000000000000004,0.01,30.058011003431368,0.8309172368361614,0.8317230460945267,29.65120533465024,30.839517729343772,0.7443201812129099,0.8729463945667266,0.8094871678722494,0.8433167067568419,1.1883123946935328,0.12862621335381674,0.0338295388845925,0.03953396632125252,0.1548002708951195,oscillatory_coexistence,1
2.6,0.01,30.0301027255582,0.770974979121684,0.7766053188442275,28.59507589265042,30.93213825202692,0.685309535833727,0.8193490567477402,0.7518067231636717,0.8218298623435435,2.3370623593764996,0.13403952091401317,0.0700231391798718,0.07782398817395256,0.17385716079468733,oscillatory_coexistence,1
2.8000000000000003,0.01,29.94455359360886,0.7227015022882689,0.729949375939218,27.759643068244902,31.0212009981901,0.634236048930882,0.8248181804195777,0.7015613096324252,0.7877647566330964,3.261557929945198,0.19058213148869563,0.08620344700067117,0.10891990490855778,0.26370794980361495,oscillatory_coexistence,1
3.0,0.01,29.864822187996047,0.6866599132103516,0.6884944358300795,27.639795690701064,31.106563947824416,0.5896552966032833,0.9215738818372916,0.6574143371633594,0.7455165135154163,3.466768257123352,0.3319185852340083,0.08810217635205686,0.11608199892503224,0.4833813345557059,oscillatory_coexistence,1
3.2,0.01,29.886483537738826,0.65738549238959,0.6492774279907217,27.5290654624764,32.496606180667165,0.5504517361330521,0.8949999225153886,0.5826938901245268,0.7078362065461825,4.967540718190765,0.34454818638233653,0.12514231642165574,0.1662136233564545,0.5241189383863387,oscillatory_coexistence,1
3.4000000000000004,0.01,30.041925749546767,0.6265878053517534,0.6115843752022073,27.4265020296645,35.633421404976964,0.5157435974962543,0.8594405643022526,0.49231913670210886,0.6739916052147773,8.206919375312463,0.34369696680599826,0.18167246851266844,0.2731822002268282,0.5485216339512152,oscillatory_coexistence,1
3.6,0.01,30.263013480474125,0.5920108345028181,0.5765625609539079,27.331319278995743,36.432072703907096,0.39489119766053243,0.8268286538361412,0.45355181207941564,0.6434043422831999,9.100753424911353,0.4319374561756088,0.18985253020378423,0.30072198298371416,0.729610728387477,oscillatory_coexistence,1
3.8000000000000003,0.01,30.45705199811971,0.5561542171660848,0.5453790035695587,27.242828360636356,36.61466221840637,0.2681484503885282,0.7967932668915864,0.42794967362858133,0.6156089760955289,9.371833857770017,0.5286448165030582,0.18765930246694756,0.30770653240990914,0.9505363803512039,oscillatory_coexistence,1
4.0,0.01,30.567939128785298,0.5215609369562548,0.5185308033335891,27.16034886268396,36.78572178342413,0.2089562083672168,0.7690043538897107,0.4049561325676138,0.5902266903540837,9.625372920740169,0.5600481455224939,0.1852705577864699,0.3148845880707675,1.073792352605566,oscillatory_coexistence,1
4.2,0.01,30.578221967845966,0.4896566848062774,0.4960157094466103,27.083342890285458,36.94615109308313,0.19117195374797213,0.7432033072218446,0.3842036275556145,0.5669443862736567,9.862808202797673,0.5520313534738724,0.18274075871804224,0.32254354792663964,1.1273844932621413,oscillatory_coexistence,1
