k_fear,alpha_mem,stable_theory,A1,A2,A3,rh_margin
16.8,0.01,True,0.1579694329667232,0.0016827510329949277,8.158179863998333e-05,0.00018424142786639309
17.0,0.01,True,0.15799273410046888,0.0016806539309577814,8.154942794896622e-05,0.0001839816816797543
17.2,0.01,True,0.15801550630853212,0.001678604432232122,8.151778926082456e-05,0.00018372773999008032
17.400000000000002,0.01,True,0.1580377674055915,0.0016766009334967605,8.148685801415967e-05,0.00018347941034579894
17.6,0.01,True,0.15805953441488305,0.0016746419026605292,8.145661073466503e-05,0.00018323650871151208
17.8,0.01,True,0.1580808236116823,0.0016727258749486109,8.14270249756197e-05,0.00018299885901282861
18.0,0.01,True,0.15810165056395276,0.0016708514492442274,8.139807926224897e-05,0.00018276629271043595
18.2,0.01,True,0.15812203017037313,0.0016690172846664463,8.136975303966196e-05,0.00018253864840124008
18.400000000000002,0.01,True,0.15814197669592875,0.0016672220973663917,8.134202662410359e-05,0.00018231577144454977
18.6,0.01,True,0.15816150380526697,0.001665464657525994,8.131488115727167e-05,0.00018209751361156348
18.8,0.01,True,0.15818062459395343,0.0016637437865441923,8.128829856348353e-05,0.00018188373275638596
19.0,0.01,True,0.15819935161780707,0.0016620583543973699,8.126226150948004e-05,0.00018167429250714323
19.200000000000003,0.01,True,0.1582176969204297,0.0016604072771613106,8.123675336668504e-05,0.00018146906197569912
19.400000000000002,0.01,True,0.15823567205907274,0.0016587895146834308,8.121175817574287e-05,0.00018126791548473293
19.6,0.01,True,0.15825328812894832,0.0016572040683946513,8.118726061317776e-05,0.00018107073231094634
19.8,0.01,True,0.15827055578609653,0.0016556499792512766,8.116324596002711e-05,0.00018087739644331158
20.0,0.01,True,0.15828748526891115,0.0016541263257979892,8.11397000723131e-05,0.00018068779635535423
0.0,0.011019741482726822,False,-0.10148025851727323,0.025010279083193237,0.00028926821392157915,-0.00282731780087318
0.2,0.011019741482726822,True,0.08601974148272676,0.008326480611204513,0.00018595813752101515,0.0005302835721157338
0.4,0.011019741482726822,True,0.11164631184439926,0.006046221755511802,0.0001557884803157107,0.000519249879280551
0.6000000000000001,0.011019741482726822,True,0.12351974148272674,0.004989720916806766,0.00014050170390476698,0.00047582733381015905
0.8,0.011019741482726822,True,0.13057957805185558,0.0043615348337959926,0.000131019531527922,0.0004385078467276288
1.0,0.011019741482726822,True,0.13531828816865257,0.003939883182564975,0.00012449060221736644,0.00040864764563178886
1.2000000000000002,0.011019741482726822,True,0.13874061669366097,0.0036353635056786933,0.00011969329095615328,0.0003846792837273379
1.4000000000000001,0.011019741482726822,True,0.14133764734615434,0.003404279046842543,0.00011600691848738616,0.0003651458729031476
1.6,0.011019741482726822,True,0.14338042297847586,0.003222512342985798,0.0001130794347272704,0.0003489657480633926
1.8,0.011019741482726822,True,0.14503173806234243,0.0030755778999298727,0.00011069502386735655,0.00033536138450560195
2.0,0.011019741482726822,True,0.14639568369973024,0.0029542136645115914,0.00010871347372394,0.00032377065548731994
2.2,0.011019741482726822,True,0.14754211209775545,0.0028522041692837737,0.00010703947702938239,0.0003137807502407696
2.4000000000000004,0.011019741482726822,True,0.14851974148272679,0.002765214453874938,0.00010560585587613205,0.00030508307995767323
2.6,0.011019741482726822,True,0.14936363845306508,0.002690124283292291,0.00010436382625805471,0.0002974429245854259
2.8000000000000003,0.011019741482726822,True,0.15009971571269853,0.0026246279384414357,0.00010327706585823872,0.0002906788415534268
3.0,0.011019741482726822,True,0.15074755302133422,0.00256698320724189,0.00010231795022801516,0.00028464848691055623
3.2,0.011019741482726822,True,0.1513222307749137,0.00251584823216426,0.00010146508195316943,0.00027923868482904933
3.4000000000000004,0.011019741482726822,True,0.15183555866010048,0.002470172184236212,0.00010070162062840438,0.0002743583529517415
3.6,0.011019741482726822,True,0.152296920901764,0.002429120052702888,0.00010001412522353682,0.0002699333793038437
3.8000000000000003,0.011019741482726822,True,0.15271387125634583,0.002392019702363322,9.939173369952741e-05,0.00026590285516982763
4.0,0.011019741482726822,True,0.15309256040594477,0.0023583238439343224,9.882557016940414e-05,0.000262216265364891
4.2,0.011019741482726822,True,0.15343804853032275,0.0023275822213125207,9.830830898910085e-05,0.0002588313648429661
4.4,0.011019741482726822,True,0.153754537608719,0.002299420941298945,9.783384921359029e-05,0.00025571255438363433
4.6000000000000005,0.011019741482726822,True,0.1540455465809916,0.0022735268877152725,9.739706804360711e-05,0.0002528296240410727
4.800000000000001,0.011019741482726822,True,0.15431404516378122,0.0022496358144071258,9.699363170943793e-05,0.000250156770957043
5.0,0.011019741482726822,True,0.15456255730525326,0.0022275231398142577,9.661984872353377e-05,0.0002476718242227851
5.2,0.011019741482726822,True,0.15479324204187964,0.0022069967523132574,9.627255479866635e-05,0.000245355627667802
5.4,0.011019741482726822,True,0.15500795732715889,0.002187891330721508,9.59490217176575e-05,0.00024319154431128284
5.6000000000000005,0.011019741482726822,True,0.15520831088338063,0.002170063819494041,9.564688452064472e-05,0.0002411650554121628
5.800000000000001,0.011019741482726822,True,0.15539570106012773,0.0021533897931234765,9.536408284425463e-05,0.00023926343371389144
6.0,0.011019741482726822,True,0.1555713499226558,0.002137760511927455,9.509881329772641e-05,0.00023747547535417552
6.2,0.011019741482726822,True,0.15573633024446437,0.002123080520242669,9.484949052216584e-05,0.00023579127851393572
6.4,0.011019741482726822,True,0.15589158767765232,0.00210926567370087,9.461471513687234e-05,0.00023420205957032928
6.6000000000000005,0.011019741482726822,True,0.15603795907885717,0.002096241508582148,9.439324718979522e-05,0.00023269999954574782
6.800000000000001,0.011019741482726822,True,0.15617618774799896,0.002083941885867429,9.418398403821477e-05,0.00023127811518493588
7.0,0.011019741482726822,True,0.15630693617100497,0.0020723078573875947,9.398594181908647e-05,0.00022993015017226838
7.2,0.011019741482726822,True,0.15643079673156374,0.002061286712689001,9.379823984621738e-05,0.00022865048291190895
7.4,0.011019741482726822,True,0.15654830076035414,0.002050831173830388,9.362008740793055e-05,0.00022743404800157916
7.6000000000000005,0.011019741482726822,True,0.15665992621564576,0.002040898711961464,9.345077254448664e-05,0.0002262762690850028
7.800000000000001,0.011019741482726822,True,0.15676610423115286,0.0020314509646927794,9.328965246686861e-05,0.00022517300120463568
8.0,0.011019741482726822,True,0.1568672247216434,0.0020224532373075404,9.313614534314178e-05,0.0002241204811225954
8.200000000000001,0.011019741482726822,True,0.15696364120098147,0.0020138740740507114,9.298972322965177e-05,0.00022311528435360291
8.4,0.011019741482726822,True,0.15705567493890998,0.0020056848882575038,9.28499059648856e-05,0.0002221542878751689
8.6,0.011019741482726822,True,0.15714361856021264,0.001997859642099067,9.271625587625478e-05,0.00022123463765860393
8.8,0.011019741482726822,True,0.15722773917171692,0.001990374568340787,9.258837317613111e-05,0.0002203537203089728
9.0,0.011019741482726822,True,0.157308281087942,0.001983207927813606,9.246589194453068e-05,0.00021950913821980708
9.200000000000001,0.011019741482726822,True,0.15738546821429322,0.001976339797356654,9.234847661295516e-05,0.0002186986877445632
9.4,0.011019741482726822,True,0.1574595061370278,0.001969751883851675,9.223581887785943e-05,0.0002179203399659055
9.600000000000001,0.011019741482726822,True,0.15753058396127584,0.001963427360675219,9.212763498366329e-05,0.0002171722237090505
9.8,0.011019741482726822,True,0.15759887593189495,0.001957350723474884,9.202366332464556e-05,0.00021645261049947745
10.0,0.011019741482726822,True,0.15766454286653478,0.001951507662654597,9.192366232285564e-05,0.00021575990121012117
